"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","Domestic private health expenditure per capita, PPP (current international $)","SH.XPD.PVTD.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4119142868361","52.818224588552","50.3914613047258","115.297694202316","101.813191987845","107.399102714194","113.512402792779","113.110748225893","119.480033840923","130.258281854245","120.047515269843","121.7794185923","120.183780460767","124.217607564348","130.19455621391","135.972973277411","139.280989096565","144.969538015428","119.658052334947","111.182968171775","127.57215705649","170.520710440235","193.058284765218","","",
"Nigeria","NGA","Out-of-pocket expenditure per capita (current US$)","SH.XPD.OOPC.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.32313394","10.91063166","11.40801396","27.60712259","27.63809471","34.46521766","44.83344538","47.46188905","56.35063234","48.94352778","56.12691009","59.95775632","64.02669846","69.00879162","73.57789252","66.79456239","56.78371675","54.41772136","48.3033845","48.35017884","50.71519817","62.42290286","69.21851975","","",
"Nigeria","NGA","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36681986","2.77955914","2.74149632","4.00685167","6.55428886","6.40770292","7.32234478","4.29357767","4.59404516","3.69395757","2.70293093","2.77141333","3.66798377","3.45903826","3.33638","5.33124638","4.8661375","4.44235229","3.8811214","3.75164723","4.18345547","4.30794764","4.30794764","","",
"Nigeria","NGA","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.91144692","1.20607851","1.28107872","2.16692821","2.6635761","2.84541997","3.44181687","3.94771419","4.6972111","4.08475027","4.56841925","6.30464229","7.39982243","12.10647183","12.57425154","9.21291965","7.79182732","5.34060079","4.55978212","7.94364284","6.50844471","6.43856228","6.14798778","","",
"Nigeria","NGA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1973834","3.18946862","2.49063969","5.05360985","4.63368416","4.46591949","4.25775146","3.90997243","3.69581532","3.5801971","3.29653287","3.32077932","3.35984254","3.4206934","3.34840417","3.58194995","3.64773679","3.74762511","3.09069347","2.98547053","3.38063431","4.07625723","4.27090406","","",
"Nigeria","NGA","Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)","SH.UHC.TOT1.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.56","","","","","","30.96","30.91","","30.38","","","","","","","","","","","","",
"Nigeria","NGA","Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)","SH.UHC.NOPR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.31","","","","","","2.27","3.01","","3.28","","","","","","2.7","","","","","","",
"Nigeria","NGA","Net official flows from UN agencies, UNAIDS (current US$)","DT.NFL.UNAI.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1129999.99523163","829999.983310699","1149999.97615814","1039999.96185303","829999.983310699","1830000.04291534","2130000.11444092","1781877.99453735","2593997.95532227","2217745.06568909","2637372.97058105","2391628.02696228","2224800.10986328","227493.00301075","2624187.94631958","","","25585.999712348","492669.999599457","",
"Nigeria","NGA","Net financial flows, RDB concessional (NFL, current US$)","DT.NFL.RDBC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93277","11797281.3","14757075.9","16934139.1","11643280.5","3985149.9","13895756.8","9972314.7","6276358.9","12736312.4","10118721","27056048.2","371090.3","-1194502.1","9063481","5994514.1","46954540.6","27928480","15437164.8","21933754.1","28395753.2","25755729.7","137924112.7","26596596","96149243.6","48107145.5","40367956.4","62148145.7","67093158.6","17562397.4","34820660.9","28661365.7","12702814.9","",
"Nigeria","NGA","PNG, bonds (NFL, current US$)","DT.NFL.PNGB.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500000000","350000000","1275000000","2350000000","800000000","667312000","1000000000","-925000000","350000000","-550000000","82688000","-1350000000","-350000000","",
"Nigeria","NGA","PPG, official creditors (NFL, US$)","DT.NFL.OFFT.CD","","","","","","","","","","","29426475.6","76647955.2","99510415.4","38511364.1","62377093.9","63110561.7","48624268.7","37428167.8","34084194.4","59390763.8","76741130.5","87239673.7","168932869.2","689708406.7","305284738.8","-109935605.5","617066671","377699119.8","71951670.5","460336056.8","-132284028.5","43929792.9","198123719.5","53798481.9","167872643.4","-35214726.3","-132851274.1","-261732029.3","-466925566.2","-275169283.1","-761507648","-1464522370.4","-426569388.3","-845015561.3","-790715695.6","-3339512088","-4124310555.6","194009313.1","52586723","203682283.8","807067407","817968530.4","675355350.8","1143394075.9","1272191961.8","1321960665.2","965791655.3","2211813758.5","1782952596.2","2400123910.3","1675875358.1","1582059617.2","3058898871.2","4804214676.4","",
"Nigeria","NGA","Net financial flows, IDA (NFL, current US$)","DT.NFL.MIDA.CD","","","","","","","","","","","1331000","1320000","4171000","4613000","3814000","791000","59000","1965000","-206000","-399000","-399000","-398000","-399000","-399000","-399000","-1196000","-1196000","-1196000","-1196000","-1196000","6044000","21594000","22976000","36521000","58881000","84948000","89210000","81613000","133798000","72184000","50982000","1283000","7631000","46059000","137201000","245935000","342676000","315394000","333041000","475601000","975393000","604255000","479312000","630615000","857662000","722098000","649827000","737921000","850530000","1189624000","1057731000","1192328000","2227854000","1493501000","",
"Nigeria","NGA","Net official flows from UN agencies, ILO (current US$)","DT.NFL.ILOG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","385205.000638962","428038.001060486","524030.029773712","579370.021820068","517139.971256256","667299.98588562","1073654.0555954","1950649.97673035","1208917.0217514","1455500.00667572","1490898.96678925","1290029.04891968","",
"Nigeria","NGA","Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","DT.NFL.DPNG.CD","","","","","","","","","","","-5000000","-7000000","-23000000","3000000","-5000000","8000000","12000000","27000000","206000000","373000000","388000000","250000000","-33900000","95500000","100000000","-35000000","0","-48300000","-6740000","85000000","-15257000","-47434000","-8000000","-10000000","-10000000","-10000000","-10000000","-10000000","-10000000","-35000000","1897450000","1750522000","2317440000","911485000","892331000","-200815000","142316000","1345247000","927209000","39460000","2318668000","1804476000","266365000","1883488000","5539969000","1243232000","447794000","2800491000","1608281000","2551430000","574424000","1296340000","495700000","-1223692000","",
"Nigeria","NGA","Present value of external debt (% of GNI)","DT.DOD.PVLX.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7537487162578","",
"Nigeria","NGA","PPG, IDA (DOD, current US$)","DT.DOD.MIDA.CD","","","","","","","","","","","17183000","18502000","24403000","31833000","35647000","36438000","36497000","38462000","38257000","37859000","37460000","37062000","36663000","36264000","35866000","34670000","33475000","32279000","31084000","29888000","36279045.8","58947435.2","80124000","116438000","180754000","268002000","347758000","409858000","563553000","624019000","643871000","621014000","675748000","786966000","966844000","1136411000","1540734000","1928523000","2243070000","2739403000","3662052000","4200794000","4686028000","5278061000","5778820000","6222292000","6636161000","7788784000","8432788000","9549703000","11005155000","11864317000","13508145000","15126588000","",
"Nigeria","NGA","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","","","","","","","","","","","120.628630682466","71.5960285351434","89.566503707289","92.1834439866846","10.6293958148539","9.59715401097029","8.20958155568498","49.8423298971355","120.586572575902","38.6972631548076","33.3941760989273","106.208088817754","131.576602683797","404.070443449083","343.132007318152","263.996571551898","272.730439464444","104.714473367283","165.877883447357","22.7708455128323","36.4162815177878","18.3549817860558","184.737899924393","241.234320288896","292.659364402734","330.650651630417","131.106521201592","71.0505363241348","89.9419657406446","110.57841242502","11.089276788142","15.430445204348","30.0016599932478","45.1780741427861","30.3985979213095","19.2515022714481","13.1372993379606","12.4536845509542","11.5499443902236","13.394789564685","28.3458894534006","33.7590831883493","34.4979407670777","35.127538125701","36.0479532342926","30.4900787654522","23.2956208542052","43.1411534751506","32.2096247681172","54.4096426077531","50.1605514548833","45.8889202158579","60.4129435197317","59.1242876338973","",
"Nigeria","NGA","External debt stocks, long-term (DOD, current US$)","DT.DOD.DLXF.CD","","","","","","","","","","","567077689.4","651111087.6","731812520.7","1204809984","1273893141.8","1143430425.1","906231872.3","985287005","2644697688.6","3961582441.2","5385141118.3","7018268871.1","9457730530.9","12518087542.1","12038890260.9","13660907755.9","18534185195.5","27456444280.7","28076494849.3","29657220689.7","31935338767.5","32668280957.2","26809100994.5","26741950442.4","28265819357","28443244065.9","25738639623.9","22938915527","23749259240.4","22632477430.4","32189541491.4","33136325833.7","34295807502.5","38273337578.8","40420815982.8","27917931300.9","11641028596.5","12771756487.7","13986346760.8","14345278237.9","17128141492.8","20183040882.2","21192790625.7","24681967983.3","31603073711.7","33857601504.7","34956200667.2","45285031278.9","53326744359.7","58199718563.9","63274941447.1","68663386000.2","72987678321.7","75667394753.6","",
"Nigeria","NGA","Net ODA provided, total (constant 2023 US$)","DC.ODA.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Net ODA provided, to the least developed countries (current US$)","DC.ODA.TLDC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Net bilateral aid flows from DAC donors, Slovenia (current US$)","DC.DAC.SVNL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000.001490116","90000.0035762787","","","","","","","","","","","","2623912.09602356","73614.0012741089","54065.9986436367","",
"Nigeria","NGA","Net bilateral aid flows from DAC donors, New Zealand (current US$)","DC.DAC.NZLL.CD","","","","","","","","","","","","","9999.99977648258","9999.99977648258","19999.9995529652","9999.99977648258","","","","","","","","","9999.99977648258","9999.99977648258","","","9999.99977648258","9999.99977648258","50000.0007450581","19999.9995529652","9999.99977648258","19999.9995529652","39999.9991059303","19999.9995529652","","19999.9995529652","","29999.9993294477","29999.9993294477","","79999.9982118607","70000.0002980232","90000.0035762787","59999.9986588955","79999.9982118607","70000.0002980232","","","","","","","109999.999403954","170000.001788139","310000.002384186","1919999.95708466","621285.974979401","698394.000530243","666275.978088379","247702.00252533","57911.9995236397","1796453.95278931","",
